category	video_id	clip
Entertainment	6I37vdkZnVQ	12
People_Blogs	yXY68ZyWDQ4	58
People_Blogs	4Y5TQ2O8o0E	73
Autos_Vehicles	mdkyQT7-hC0	14
People_Blogs	LcIW8BbLllI	24
Gaming	fL06VLF53-4	7
Travel_Events	Nw1vYbhT0r8	7
Gaming	7oIav4Puwzc	9
Autos_Vehicles	6S9aKLTOoIs	132
Education	cpMcl3TrT0s	67
People_Blogs	dmJXadP2xLE	14
Entertainment	jYUcSpxhlNs	7
Travel_Events	JdKuzq8mBqM	43
News_Politics	F9fIOcLaI2M	17
People_Blogs	YAWy4LjS4Fc	181
Science_Technology	2XLPBKxn6Bo	103
Gaming	it34M7MTjU0	7
People_Blogs	WHncaEJVZco	27
Travel_Events	T0DNBJT6_dk	203
Pets_Animals	AT7_Kbwjrcw	129
Entertainment	Ii5OJ7_6UpM	88
Entertainment	27M7x2yDMmc	3
Travel_Events	_kdVbteuA-k	86
Travel_Events	MObTPEDabKw	15
Entertainment	qVqwzMbdXxM	12
People_Blogs	k76E-At9bcM	38
Education	Daihq2KZa98	1
Science_Technology	LM2cuwxmPvc	1
Travel_Events	kJmwqwVajLg	189
Gaming	PEqrLQcC_Qc	14
Travel_Events	sj4iFUb0drU	41
People_Blogs	vlP8-kFHfbk	57
News_Politics	AmRbdECTroI	115
Travel_Events	ZfFu1O92Hg0	229
Travel_Events	4cXlMqFtjA4	117
Science_Technology	h-L6rPqEaDw	1
People_Blogs	MIlRlMuIs48	16
Travel_Events	sMQu4b48g9A	140
Travel_Events	zGBVEFWT9Eg	130
Gaming	5ReAadaCGd4	39
Comedy	kkzv64-nLmU	408
People_Blogs	TuhYlEYQgz8	13
Entertainment	eTlFhufxzhk	77
People_Blogs	yuS4Ak95TSY	68
Comedy	lmGFu9Z27Lk	15
Travel_Events	gSSOnHd90kA	220
Travel_Events	DQ9yS9lN7NQ	12
Entertainment	88M7FPtDp2U	72
News_Politics	MFfAFHsJlBw	8
Entertainment	ZTI6hzLXV60	25
Education	vdM2Mk6a7cQ	14
Entertainment	AneGDWM-leg	35
Sports	WdwI3DwYYBo	64
Travel_Events	A4PYJLf8emc	3
People_Blogs	5cbD8t8h3go	136
Travel_Events	tRoioH8qK5c	170
People_Blogs	ysOhw3KpfFo	97
Pets_Animals	11b11WaXULw	47
Travel_Events	oubRcmUnasc	6
People_Blogs	R_bFH0-rXYs	157
People_Blogs	c0Hjv_Oa_a4	67
Sports	ZfYnHYJotVA	70
Travel_Events	e4uJfwYB240	37
Travel_Events	3Xni2UVJARw	23
Film_Animation	2pNhhbHbmgU	165
Gaming	vwTyh4_yVng	51
Travel_Events	XPLm-EoyVYs	15
Entertainment	bqDwlAUlDNU	171
Entertainment	QOB9nfJi2jc	26
Entertainment	ly_6ONRpFNI	15
Film_Animation	fXnfPHe_6Fg	9
Education	pXCkY__h6js	49
Travel_Events	cDZCkVIVoxM	8
People_Blogs	9a6LG3fXeDQ	62
People_Blogs	zYvAarE3gPA	75
Entertainment	tRw9BWXH5mw	52
Entertainment	wca6zAY2j2s	40
People_Blogs	l8AB3KdQ5Yk	6
Travel_Events	_RyqU1r1Fmk	0
Gaming	iDfsGX5pCHk	28
News_Politics	9gXfSFQ2C6I	393
Autos_Vehicles	3CGT18OvB64	1
Sports	xnz4S4gONT4	111
Travel_Events	duz6VR2sQvA	70
Travel_Events	7r4232rrX_U	224
Sports	hHZXTLxERDo	24
Film_Animation	JdB-Hc07JDo	5
People_Blogs	VA6xJWqwRwg	356
Pets_Animals	6H1QW8_h2qU	5
Travel_Events	cNO7IVr2RBw	119
Autos_Vehicles	vhnUDCZUa28	135
People_Blogs	01pwN4f97Dw	137
Entertainment	DcXpWCNnYag	20
Entertainment	VlnlH1gC-BM	29
Entertainment	pQLM0igKVTE	13
People_Blogs	u95_tUJHBYo	33
Entertainment	uY-cUFjzUq8	64
Entertainment	Qnw7FC1WMks	2
Entertainment	_Z_HombJU30	35
Film_Animation	436NrxJGRIk	19
People_Blogs	SUwSGmWbDjk	6
Entertainment	F8MbEB7JopE	37
People_Blogs	5YOXmBv7EMk	1
Entertainment	dSimjTeh62I	32
Entertainment	rRVtxmsBJNg	9
Entertainment	MovmhRPyrf8	27
Gaming	3i2fRNYaraE	21
Travel_Events	z9_j2l-S6fY	57
Education	E9Ur8kDuYmw	14
Entertainment	eH1OpkMoWAQ	46
Gaming	y5bgA-SJqoM	8
Travel_Events	R3abveaaR6g	21
Travel_Events	LTMHYyvPerU	10
Travel_Events	4t7SZ3VHHus	185
Entertainment	uYD7YCLoKLM	45
Entertainment	6nqMEyp8MOA	135
People_Blogs	Nv9srXm2_C8	101
Entertainment	Js_Jv5EzOv0	6
People_Blogs	PH_-n7CaA3c	69
Entertainment	AH8yxlf73ng	16
Travel_Events	7bVN_AhAlVs	166
Travel_Events	ut5ZlS7iG58	32
Travel_Events	5seVaGZgxxc	27
Autos_Vehicles	fRRpUuIIuo8	19
Howto_Style	ybGWoy6eP7g	36
Howto_Style	QyKFSnHKj7k	7
People_Blogs	1wnW7Gc3b8Y	49
Entertainment	OO33GUJxRJc	1
Gaming	-Rr3f2YyOeA	37
Entertainment	iEpJtW8RAy0	48
Entertainment	x147HEJgCjU	1
Entertainment	_EY3T-CD2RQ	104
Sports	wCHNWHYMje4	159
Entertainment	rmxDBQiWkSQ	10
Travel_Events	MBFKmZXVtsI	63
Sports	Gy-83sUDkPQ	92
Gaming	kekaICFd3Wg	0
Entertainment	h5ltIXyaLno	8
Autos_Vehicles	rl_jhuhhEpo	22
Sports	IJaoReObMeM	15
Entertainment	NS5rQDkMzec	26
People_Blogs	jWdhovTutzc	10
Travel_Events	OU7k3TuDVT8	6
Travel_Events	ljX9V1SPXfk	37
Travel_Events	-99rFlYi_Lw	54
Film_Animation	yeLQVare-3k	154
Autos_Vehicles	KstqPhK6GVc	29
People_Blogs	7m6n6AHv3zg	37
Entertainment	ZLpwpidflZg	64
People_Blogs	ptzU5HVGzcw	33
Travel_Events	IYaaErV3Lu0	36
Entertainment	KD9RjKyHOow	82
People_Blogs	r-d1LVqgaAo	6
Film_Animation	-_nhjmLeGYw	3
Gaming	wNeARwbC-7s	32
Gaming	JipE_7cWnBs	596
People_Blogs	ZyBHdgxb_mo	2
Comedy	pw3ecbMuDcU	52
People_Blogs	qdH_VTfHCsI	50
People_Blogs	CSwVAzNRV5g	221
People_Blogs	ofAxBbfV-Zs	44
Film_Animation	lZD1nqYQp_A	0
Autos_Vehicles	yzc6ZUMGj1M	350
People_Blogs	ddFAhVfinzE	0
Entertainment	va1AmV24VSs	19
Science_Technology	itQiuxVV0EQ	44
People_Blogs	xatOh3I6CsE	60
Travel_Events	d9d1mqQklz8	19
Sports	xLd7C0cx6z8	3
Sports	NhC6vqsbXnw	51
Travel_Events	HNApxhvK1Hg	13
People_Blogs	Hg1MNNgyS6k	20
Gaming	r-hike_RoNk	8
Howto_Style	P0xOolEoDjE	20
People_Blogs	2IKBfvtWXMw	123
Gaming	DroutMCp7YY	28
Gaming	7fteSnY62_M	28
Autos_Vehicles	pCLANiptSzU	34
Sports	wDg7adu0DgM	10
Sports	FPyeU9EyuvA	15
Science_Technology	XCNc6yIEBtM	32
Gaming	fjt-34iUB1k	13
Travel_Events	mr-guPrWw4E	558
Travel_Events	rBT2UgyOqfs	255
Travel_Events	Yt_SsybhTXc	155
Science_Technology	pgEfZvJjbZg	22
Autos_Vehicles	1Y_YPgkWQIo	22
Film_Animation	F2F7iXY7FVI	115
Science_Technology	g3sFmLdhjA8	11
Science_Technology	fEEY3hiXV5Q	47
Entertainment	RtSKBo8woSQ	81
Travel_Events	Yug7aC576lY	14
Travel_Events	0HukN0eUofg	124
Entertainment	sqLMc1Y1vzg	10
Entertainment	YScYytcG0YM	0
Travel_Events	T0DNBJT6_dk	16
Gaming	1XBVfUtMx8A	13
Entertainment	VdQDF_REVJ4	36
Gaming	QqhtroczMa0	20
Travel_Events	kJmwqwVajLg	2
Howto_Style	dU7VEVp-DiE	86
Travel_Events	74EJ_DjjWb4	8
Travel_Events	CDfsFuDuHds	5
Travel_Events	eSuo8MO6h3Y	52
Entertainment	332cSWgtN-A	7
Travel_Events	RxvQN05tB9w	19
Education	yry18d9yWEQ	22
Education	0g8PDDrBTgU	45
Gaming	1lJR1Z7pOYk	39
Autos_Vehicles	D7fghxgluSw	20
Entertainment	Zb4ub38eneM	7
Travel_Events	frQclXPfhLk	65
People_Blogs	CzWaX5-6Qxs	29
Travel_Events	T0DNBJT6_dk	366
Comedy	kkzv64-nLmU	221
Film_Animation	Avip3eHPib4	38
Travel_Events	8cbYbQKGwoE	54
Travel_Events	8cXCELg3IlY	12
News_Politics	FqBOgdkhbCA	149
Travel_Events	gSSOnHd90kA	33
Travel_Events	rgsXBdOC5Eo	215
Entertainment	l5lCGFwNps4	7
Travel_Events	xG9FTPmulfo	0
Gaming	Q__26oH6hzo	42
Gaming	4_L2xYgYokQ	2
Howto_Style	GL891zZnmqE	47
Howto_Style	LvKZ2zfQkUY	37
Entertainment	O2OlDyNE9LM	107
Film_Animation	NIr-jVmXU1w	3
Education	zK5WcXdbE00	78
People_Blogs	ylgxE0v3w4U	11
Entertainment	dGe9nMRy7pA	41
Autos_Vehicles	ZYmDuFyEEEI	23
People_Blogs	2CZtFQwQy3g	58
Travel_Events	UUfcUo-UZJA	24
Science_Technology	ZgR_kg52owI	170
Travel_Events	akgvHPe04k8	38
Travel_Events	cqwCb9vFm5I	59
People_Blogs	amcaEqWf880	61
Sports	iK0KNBM1Bdw	227
Gaming	MR7LTCoT4D8	11
Gaming	_PGy3jpFHaw	24
Entertainment	86i5TqIpWhU	4
Travel_Events	QseqHDSrHoM	150
News_Politics	FebcJjVqMQE	55
People_Blogs	X0v8-Nox04o	46
Autos_Vehicles	7irbuIxpRPw	22
People_Blogs	Rd4tUqRIE1c	25
News_Politics	m3nP7CuaQlk	95
People_Blogs	4JNCZryZd0U	130
Entertainment	EukAoRBm8ms	64
Entertainment	BEbaqz9xKbI	8
Travel_Events	rcKwoVrmyJo	10
Entertainment	FNl5fc7UDG0	13
Education	gM1qYHa0UBk	18
Travel_Events	7r4232rrX_U	37
People_Blogs	GlgscCaeMSE	103
Travel_Events	BJlbCGO4Ew0	40
Travel_Events	nbD8XYTw23Y	28
Pets_Animals	udezL1JAgOM	62
People_Blogs	BuQ0icXN_Xg	29
People_Blogs	0HXSOmqXFVQ	27
Entertainment	AhoFkfdDzI4	133
Film_Animation	OFhiA-XmNTE	13
Entertainment	kK_MuPEm2kQ	23
Sports	xRMxq0gD5TY	33
People_Blogs	C7PtknUr_KI	26
People_Blogs	6ur1U1dXl7M	205
Film_Animation	bKqIr10ky70	3
People_Blogs	wx5TojgnXkg	12
People_Blogs	S4pDsG2qTm4	28
Gaming	z4k1Xse_XgY	211
Gaming	2lh1Woxklkk	24
Travel_Events	qSCX-yhh-FU	25
People_Blogs	Ny3nJXp_eZw	68
People_Blogs	VsnWOlNLpnk	9
Pets_Animals	NeMos0bUp8M	2
Entertainment	ByXNG_XS9U8	14
Science_Technology	5FZdJvBPItg	9
Education	J3ixfgJBtOc	125
People_Blogs	mfRyzNNeZ2A	20
People_Blogs	F6qzcw5r8xY	7
Travel_Events	aj1YtFFuWmc	182
Entertainment	5sKNcWsbOKo	28
Autos_Vehicles	FxgkVIRUZLY	148
Travel_Events	AB00MkcLOo0	11
People_Blogs	A2Xz1zJj3X8	0
Entertainment	-Isupbcq-fo	5
People_Blogs	Ro9aEIN3YRA	402
People_Blogs	d8Rrc15siB4	31
People_Blogs	KfQ9oZUmO3Q	6
People_Blogs	G9Dwd7RoNhk	3
Entertainment	_eIilEQI-c0	143
Film_Animation	CdGf8cuqhu4	9
News_Politics	zE1vXZO6S3M	16
People_Blogs	7pcv1FnIJMU	97
Entertainment	ZS64qftIWqo	11
Gaming	bAtWW1TPTAQ	2
Entertainment	dlhB-jSmGdc	0
Entertainment	Qj5mZwEN4fM	37
Entertainment	sNLbURr1qmE	10
People_Blogs	stDBE0S48X4	22
Sports	Ln0ks-j7i-8	46
Science_Technology	QFglI2wR8u8	16
Sports	uBtT4hjv03A	10
Autos_Vehicles	JvmsfD-vGoE	29
Entertainment	IUyjOR5fK1k	76
Autos_Vehicles	N9LNpX_ibdg	16
People_Blogs	A_gn5TIdbxE	16
People_Blogs	r1SglfWLREg	58
Education	yb0OreVGYP8	2
Film_Animation	xlaCZVNsDiI	6
People_Blogs	TAXPJ73M0u8	21
People_Blogs	zU95-wX0xJo	15
News_Politics	b_7CiPn7TFs	26
Film_Animation	zMGbbF49sMw	19
Gaming	Zb5iMSQT9nM	31
Autos_Vehicles	eXESA532-BQ	24
Entertainment	Dgcw4gCx4f8	6
Travel_Events	crZoFc_brh4	16
Entertainment	UvB4MKYEJzM	4
Entertainment	F9SDye1gREw	31
People_Blogs	O646InNJsic	30
People_Blogs	WajFz5XQjnQ	22
Travel_Events	sMXshzqUlQA	213
People_Blogs	CSwVAzNRV5g	34
Gaming	MyPJ9gSPgCg	2
People_Blogs	J21x9gTwkiM	253
Education	v5QhHxh0n30	96
Entertainment	5u0c9Z0JaNI	22
Autos_Vehicles	yzc6ZUMGj1M	163
People_Blogs	GeOfbc1-U8I	102
Education	ssx3-jbTzJ8	17
Entertainment	zItq8E2sBVI	12
Education	-UEqpnz0sGY	20
People_Blogs	YZRn97Ckq_c	239
People_Blogs	Na0HMYppsJA	30
Travel_Events	e4uJfwYB240	118
Film_Animation	8v6Bv3TwiWc	18
Travel_Events	ghN3eeVZM80	167
Science_Technology	oEq56xZ6Ie8	10
Education	3Agsqmlr4Zk	139
Education	qlEljtBP40Y	48
People_Blogs	lfSfd3sRN30	21
Travel_Events	jPcXSV1hqtw	38
Gaming	aggbf3DP8hc	7
Travel_Events	Lg6YYMZzxVk	112
Travel_Events	OR_Y7vj66PU	4
Travel_Events	fRfFUW94ILs	11
People_Blogs	ygSkdY-q-mc	11
Travel_Events	dpGnfa52mLY	38
Education	gf0mpUS9vWI	17
Travel_Events	NNpm_USz6J4	12
Gaming	xveaWbYFQgk	32
Sports	22Z-5_h-iRk	44
People_Blogs	h4sTqj79JBc	22
Sports	7E3XcO9DozY	5
Autos_Vehicles	eJBQPz3GZoA	19
Film_Animation	bW9VYhytk-c	130
Science_Technology	TIsENp7k8N8	1
Science_Technology	-IVYnuEf1Cc	36
Film_Animation	WKhtK9V82Vs	9
Travel_Events	Hwt2uEpIdQ4	3
People_Blogs	qeepqn1ueZc	87
Travel_Events	szT1jccSj3I	70
Entertainment	Tfk2BHCrNOM	5
Travel_Events	IcOsY2t6RO4	159
Travel_Events	8AN_mBUZ3CA	145
Entertainment	lWDqeWFJdp4	47
Entertainment	JLY3zcKFyHU	6
Film_Animation	gA5fW-ZVRdA	19
Entertainment	pQLM0igKVTE	94
People_Blogs	YAWy4LjS4Fc	157
Travel_Events	M6_EFVM2HN0	29
Travel_Events	14Mr1KU5ItY	153
Entertainment	irxWeGNDMVo	7
Pets_Animals	emneXTXn1Nc	146
Education	SXPhfrQypEM	50
Entertainment	jBtadVG6Z4Y	0
People_Blogs	1qGquNPbRFM	38
Sports	liWAyh_WoAc	19
People_Blogs	zSkQqDQjj_4	5
Travel_Events	o5hAbYUYN78	26
Travel_Events	rgsXBdOC5Eo	28
People_Blogs	jxTG0rdUhm8	13
Nonprofits_Activism	SDFWco_D4Vk	56
Gaming	Vgms9WqA12k	7
Sports	Jd32wyxbbac	9
Sports	rrZz6nMOmFw	12
People_Blogs	_1ui266pCu4	39
People_Blogs	hqF9B4k-geg	321
Travel_Events	-EHy82ZPt3A	8
Nonprofits_Activism	bSr_n6PIo14	37
Entertainment	eTlFhufxzhk	53
Pets_Animals	Wp0kpX9gnA4	52
Entertainment	4_acimftbWU	3
Education	yHR3TrSxsRE	27
Travel_Events	xkQQ8HF5tlo	9
Film_Animation	wRn0mdtnPyA	31
Entertainment	88M7FPtDp2U	48
News_Politics	d04n6aE8FOk	80
People_Blogs	BJEFCgKAby4	97
Film_Animation	MhBufzqQmzk	39
Travel_Events	D4PIZVrqRIk	106
Entertainment	lyBjNu2vLwg	50
Travel_Events	xtkaliIPJwQ	51
People_Blogs	cHItQysMtGM	42
Howto_Style	2pSRXyqi0ms	69
Autos_Vehicles	pg3pyXOT5Aw	2
Gaming	F8M1Q0oXXxs	9
Entertainment	E_6SSY1g2rs	4
Entertainment	0OlkgGsgFYY	87
Entertainment	V3wxloMJly8	12
Entertainment	1xHWGct6Z1U	51
Gaming	UFhw9hbIEDI	14
Travel_Events	4G9V27HpMQw	4
Gaming	VAIh9y4FNR4	27
Entertainment	FLt3xwp35Sk	60
People_Blogs	GJlmE9T88dk	188
Travel_Events	Old5zUP0Zlg	50
Travel_Events	GTXBBDBQ5ek	16
Education	8xpXpwCoL_A	156
Film_Animation	Mf9W74V1ZGg	77
Travel_Events	whOB0AEyyqs	91
Comedy	FYSRzJnSP8c	41
Sports	31939ylk2ck	28
People_Blogs	7cORQgS2kAI	1
Pets_Animals	BzIJxOyVfp8	101
Entertainment	49EsqZzrsNc	11
News_Politics	Oj0NQMhw818	57
Education	_jklgoh0HeM	46
Nonprofits_Activism	hJY1SFAuSTk	28
Autos_Vehicles	_ruJhV2adyc	37
Entertainment	wca6zAY2j2s	16
Entertainment	s4Jgwpr29YI	143
Gaming	2it0k3OkXHk	6
Film_Animation	6UMPHrdPYLU	21
Education	B24kZJA2uZs	48
Entertainment	j6DIeXMxhvk	20
Gaming	-pegxnDQ4Gg	60
Autos_Vehicles	0uEctw9E6b0	12
People_Blogs	gnjdInkvmvo	39
Travel_Events	duz6VR2sQvA	46
Film_Animation	qtwrzi1DNgU	73
People_Blogs	6ur1U1dXl7M	18
Travel_Events	uHAysQ7nVok	10
Entertainment	w028RyBGy6M	24
Film_Animation	RAWRGtz8-eQ	30
Entertainment	C4IgvmVB7eQ	71
Gaming	M2sWyTSRCQ8	3
Education	JNLJl79yHC0	14
Film_Animation	o6GRH26SByo	40
Entertainment	xyNPc-aOels	200
Gaming	e3Z1OEThn4Q	25
Travel_Events	RDYMD_IZVbo	81
Autos_Vehicles	LsV8uFhSJjg	113
Gaming	GvMQzyUdpPg	8
People_Blogs	mb6LCT9Ewfw	50
Autos_Vehicles	dfzCFVj-Tyo	66
People_Blogs	-BXZZEF2Gw0	57
Howto_Style	KFxvJjqqxQ0	12
Film_Animation	rNNEIhCFCp8	6
People_Blogs	tgtgF7tQtOQ	221
Travel_Events	pAzy0EUxGt0	86
Science_Technology	kvHXVFOgO7M	15
Comedy	Rp6VM_hlkUk	199
Travel_Events	NBtKUXtWoz8	67
News_Politics	rwMHqXiIIOI	17
Entertainment	JcUGCvFISOA	0
People_Blogs	qS7KuK_pBUQ	305
Comedy	E8NBmRJomE8	125
Autos_Vehicles	6S9aKLTOoIs	26
Autos_Vehicles	REgZiBhSAbw	2
People_Blogs	Ynmp8jFNHkQ	91
People_Blogs	Ro9aEIN3YRA	215
Travel_Events	HYpi5vIAr30	97
Gaming	cdB--MpK5cc	11
Autos_Vehicles	1Y_YPgkWQIo	103
People_Blogs	4KnNVK-udTU	19
Autos_Vehicles	UfNwE0gBZ3s	2
People_Blogs	k_clFvRu0cs	2
Gaming	71JUbb7QT1w	2
Sports	9T3z8lUzp1w	16
Autos_Vehicles	GjLFLxdywVk	11
Film_Animation	vvRP4qIViSU	4
Gaming	Sv7Zz3N_oPM	21
People_Blogs	0G7_1qMRy8g	29
Travel_Events	Pi6Kqcv9ALQ	16
People_Blogs	QOUh2eTKZP0	5
Gaming	WgHzphmtpTs	34
Travel_Events	dCPwKw-zKEI	238
Travel_Events	s3NS3B0XHdM	34
Gaming	NyrmI8HP9g0	37
Travel_Events	zGBVEFWT9Eg	24
Science_Technology	ihTeVSMh5Gg	11
Travel_Events	8G0zoVm3NOw	14
Gaming	zANplEVAauM	9
People_Blogs	e7AYPnOcn2g	84
People_Blogs	Jz9fmUkcUOk	72
Travel_Events	mdOzgPn5Ixo	58
Autos_Vehicles	2ht4M4YQ--0	26
Gaming	JipE_7cWnBs	525
Science_Technology	uJZHAJSNeVI	43
Sports	ZAPZhAXmM3o	52
Film_Animation	2-AP6WCth4w	79
Gaming	Q0k61Nx-Jh4	18
Travel_Events	sMXshzqUlQA	26
Howto_Style	Wj81Fo22b0w	29
Gaming	_0e7tfuMMOE	13
Gaming	Bv9F1_rDvgI	16
Travel_Events	ExWns49AhfI	41
Entertainment	H3RI0zv5xiE	3
People_Blogs	aPuILcdmPaU	27
Gaming	3Axnx20B8MM	18
Science_Technology	mOEnoKv4eyw	25
Science_Technology	gsZL5jvVlIY	31
Travel_Events	GUeI2iINhpY	2
Entertainment	Hs0ZXEy3jpA	98
Entertainment	ZLpwpidflZg	40
Travel_Events	bxXXbJtc6TY	43
Gaming	G77KiMu8oDQ	28
Travel_Events	J3Xef3E3aTQ	417
People_Blogs	ofgBCmeu3-I	7
Science_Technology	gYrQge3_UC8	11
Travel_Events	pBkWJUWBF1c	11
People_Blogs	2CZtFQwQy3g	139
Entertainment	88M7FPtDp2U	316
Entertainment	gvb680dH6eU	24
Film_Animation	wLbccnAmKVI	30
Entertainment	GpgdYLOyuiI	18
Education	CPevg2M2En0	56
Travel_Events	rVu9gkLZH34	255
Science_Technology	U4aFnx0OK68	15
Travel_Events	OacOFpGHJL0	6
Film_Animation	RaVjXjmo4pA	0
People_Blogs	Py9ejWmTwrc	48
Entertainment	v9iRaVRRk5k	45
Travel_Events	oQv68JSB2F0	45
Travel_Events	N4w9YkLX2Ro	27
Travel_Events	BE-irHmbQOY	65
People_Blogs	TDi_TmJ9ZZM	3
Travel_Events	XRjy1qiAQuE	71
People_Blogs	VEu2yM9QxOc	105
People_Blogs	fp5Dkfmdbog	77
Travel_Events	dcJvsIkGQ50	33
Film_Animation	13CB12cJljo	7
Entertainment	Lj9z0AHr6ig	306
Sports	xnz4S4gONT4	5
Travel_Events	wmBANswmLCw	11
Travel_Events	SKN9bzXf0og	14
Travel_Events	7r4232rrX_U	118
Education	_qnMJ6H1RME	34
Education	y7rtqhcg16Y	40
Entertainment	F_Cxq4RcHI4	22
Entertainment	OY8n9xvfubI	4
People_Blogs	mKf3WiSvnUI	82
Autos_Vehicles	6cRXd_4urhE	22
Travel_Events	2YUssC5yD7w	41
Education	0iTRqxpESYE	10
News_Politics	yVQdyBEqkSE	7
Nonprofits_Activism	fgRqM5SNXbo	13
Autos_Vehicles	-C9hydVxf5E	136
Entertainment	78XVsGgk8n8	0
Travel_Events	pFHPmvijbY0	11
People_Blogs	TALp7_C9_vU	51
People_Blogs	jkQRlKdscDE	26
Autos_Vehicles	SlF80P1U6fs	88
Sports	xRMxq0gD5TY	114
Comedy	TFrXndn7ACk	15
Gaming	mGTSVawoi4A	72
People_Blogs	oVDGwZvIViU	117
Travel_Events	xkDTPvSADxs	143
Autos_Vehicles	rKanPxSOyOk	37
Science_Technology	s_lVR3ASMgQ	86
Entertainment	BVHF-m6Hrfw	42
Entertainment	FlKPuR1Bt3I	13
Travel_Events	vaFYX9Bl3q4	61
Gaming	JwDOvP1PU9A	3
People_Blogs	3PFmIOpEmIk	2
Nonprofits_Activism	ec7g_cy5wtg	2
People_Blogs	Nsn49XGUAso	9
Gaming	1xjD1AkdrIg	2
People_Blogs	hqF9B4k-geg	134
Sports	uMMI24cc4Dk	52
Entertainment	5ogfM8U2xDE	2
Travel_Events	sPCuW5-4708	10
Travel_Events	uB-9FTrxKXQ	4
Gaming	NagqFoCwMVs	124
Gaming	rx22psnuPzM	8
Autos_Vehicles	1fcSnh7iM4I	47
Education	h8mwhm0PoKc	9
People_Blogs	CzWaX5-6Qxs	5
People_Blogs	eynSyjGYHZs	32
Travel_Events	oLungrb-feE	87
Film_Animation	m5o75rgdE50	5
People_Blogs	DSvlHrGJVV4	7
Entertainment	n565ozCNIR8	32
Travel_Events	L3S7ueQ0PWE	125
People_Blogs	rkrhL69ixtc	11
Entertainment	bR-5gW5zswI	8
Autos_Vehicles	fF5d2MrBM2k	56
Autos_Vehicles	D__HNhmRV30	14
Travel_Events	tFDyruw3XVs	6
Film_Animation	BkMxdpw6KbY	2
Gaming	HSKsE8tssZI	86
Science_Technology	g8Xwp2UzL0w	5
Entertainment	faw3P4wpX-0	14
Travel_Events	ryElcmW4lpY	11
Travel_Events	6ZwLfvpnEwY	203
Science_Technology	LMLCuk5v_Dw	62
Entertainment	dT7K02PLxRw	51
Travel_Events	wTD3laeWYSo	11
Entertainment	SXcIh9wZ7eA	38
Travel_Events	akgvHPe04k8	14
Travel_Events	qgzT47lIN-E	57
Travel_Events	a_x-EfgdkDQ	24
Gaming	mlQNhLglCrg	20
Travel_Events	GFLJXZFKIzU	134
Entertainment	kXpdKQ0rF_U	6
People_Blogs	6rv1T1HNc6o	38
Gaming	AzENSv5SmOY	43
People_Blogs	JNtHhw7RrmY	27
People_Blogs	8SfF7EbQI04	19
Travel_Events	uM57Oy5bevQ	37
Pets_Animals	4jYGNPaSg48	5
Gaming	Y5OqMcciCiA	53
Gaming	W0SYtrl3cnc	14
Travel_Events	aO-flokmhrQ	3
Entertainment	EukAoRBm8ms	40
Travel_Events	iRPKZnaPNJ8	45
News_Politics	ZiaS1gn5YhU	14
Travel_Events	SJ0kTIKKo6w	143
People_Blogs	jWdhovTutzc	254
Entertainment	2jfAd-B8WfM	306
Entertainment	ETTsaG-YCjM	59
Entertainment	a-vD7fXLoZw	94
People_Blogs	NgWVhL2iouk	143
Education	v5QhHxh0n30	177
Education	hlnMJtTpSCc	230
Entertainment	WDKjRIvIYxM	0
Sports	nGdjBbH-SrI	0
Nonprofits_Activism	MBchdYVDvDw	7
Gaming	9j1U2c6BlNc	18
Entertainment	xyNPc-aOels	13
Autos_Vehicles	vJ5RqNJ9RQs	9
People_Blogs	g1tsmJJyK8A	24
People_Blogs	tgtgF7tQtOQ	34
Science_Technology	YPyvv16KtQg	117
People_Blogs	gCkwdsEm7oA	116
Autos_Vehicles	PVIZM10BD74	28
People_Blogs	JOMp6mK3gOk	121
Education	o2rEdg0lN7U	87
Science_Technology	OODWUd4ppVM	8
People_Blogs	FNhYKxnTFpY	17
Entertainment	RKrCkbyVx0w	29
Nonprofits_Activism	VKMrBkjB92s	15
People_Blogs	IfUVo0RY9qs	30
People_Blogs	pPkJy37hlCg	18
Education	KZd1nlI6GYQ	16
Entertainment	mTKQC96zLDk	26
Sports	5pXzFcicSHE	7
Entertainment	JxSHqKMdXuU	77
People_Blogs	lzr9-5OgnHs	28
Sports	22Z-5_h-iRk	125
People_Blogs	Ro9aEIN3YRA	28
Entertainment	4ibgwT7ZZ8k	19
Travel_Events	okh5jS2nias	35
Pets_Animals	4WD_WU536g8	57
Autos_Vehicles	nKOg38uYyCg	19
Autos_Vehicles	IlOOAdT9SdA	4
Gaming	IlMo0pNQE98	8
Science_Technology	lWMHR1mZHLk	47
Entertainment	GueyXPiAcGA	98
People_Blogs	yXY68ZyWDQ4	115
Autos_Vehicles	mdkyQT7-hC0	71
Gaming	s91QgiOVo4s	6
Gaming	0xcgcHo9dWo	17
Autos_Vehicles	Wa_5yxMDf0k	22
People_Blogs	gGV4vlf6amE	23
Entertainment	Tfk2BHCrNOM	86
People_Blogs	MXYly6sZtk0	50
People_Blogs	PmkvLw0BSSo	41
Travel_Events	Vj44zYWNj1U	18
Entertainment	y2eaz08pkqY	16
Entertainment	dY9DWlZhHYs	56
News_Politics	F9fIOcLaI2M	74
Travel_Events	SAK8mSqyu0c	142
People_Blogs	ecRbEIV14f0	44
People_Blogs	YAWy4LjS4Fc	238
Science_Technology	2XLPBKxn6Bo	160
Gaming	87E2Bld3Gfk	7
Travel_Events	lDuCwskOP_k	17
Travel_Events	T0DNBJT6_dk	260
